Ciment,Argile,Alumine,Verre,Chamotte,Conductivité thermique,Résistance Mécanique
11.93,6.58,42.25,23.92,15.33,0.39,21.3
11.4,7.27,41.4,24.06,15.88,0.39,21.3
12.3,7.5,41.05,23.83,15.32,0.39,21.3
12.19,6.19,43.3,21.84,16.48,0.39,21.29
12.46,5.34,43.54,22.1,16.56,0.39,21.29
12.39,5.21,43.73,21.63,17.04,0.39,21.29
11.14,5.98,43.31,22.41,17.17,0.39,21.29
11.29,6.24,44.78,20.48,17.21,0.39,21.29
11.37,5.24,44.89,22.09,16.41,0.39,21.29
10.98,5.76,44.44,22.22,16.6,0.39,21.29
10.83,6.04,43.55,22.3,17.28,0.39,21.29
12.07,5.28,43.05,22.48,17.13,0.39,21.29
10.22,6.06,45.0,21.82,16.7,0.39,21.29
10.95,6.22,43.04,22.49,17.3,0.39,21.29
10.92,5.51,44.72,22.14,16.71,0.39,21.29
10.1,6.02,45.0,21.95,16.42,0.39,21.29
10.86,5.66,44.72,21.39,17.37,0.39,21.29
10.86,5.77,45.0,21.41,16.86,0.39,21.29
10.74,6.12,43.73,22.03,17.38,0.39,21.29
10.85,5.54,44.02,22.44,17.15,0.39,21.29
12.4,5.05,43.71,21.88,16.97,0.39,21.29
11.86,5.1,43.81,21.76,17.46,0.39,21.29
12.4,5.09,44.39,21.69,16.42,0.39,21.29
10.1,5.56,45.0,21.97,17.03,0.39,21.29
12.38,7.06,39.85,24.73,15.98,0.39,21.27
12.45,7.22,39.43,24.65,16.24,0.39,21.27
10.46,6.92,40.43,24.25,17.94,0.39,21.22
10.16,7.17,40.85,23.27,18.55,0.39,21.22
10.47,7.18,41.92,22.71,17.73,0.39,21.22
10.24,7.46,40.66,22.91,18.73,0.39,21.22
10.93,6.34,41.51,23.46,17.76,0.39,21.22
11.36,6.99,40.13,23.9,17.63,0.39,21.22
10.31,7.37,40.39,23.41,18.51,0.39,21.22
10.92,6.33,40.28,23.86,18.61,0.39,21.22
11.24,7.32,40.02,22.89,18.53,0.39,21.22
11.74,6.48,40.8,22.76,18.21,0.39,21.22
10.95,7.02,40.39,23.8,17.85,0.39,21.22
11.05,6.38,40.96,22.91,18.7,0.39,21.22
11.46,6.46,41.48,23.02,17.57,0.39,21.22
10.28,7.05,40.92,24.02,17.73,0.39,21.22
10.47,6.95,40.13,24.55,17.9,0.39,21.22
10.55,6.85,40.4,23.55,18.64,0.39,21.22
10.02,6.73,41.08,24.31,17.87,0.39,21.22
12.19,6.53,40.58,23.04,17.65,0.39,21.22
10.7,6.77,40.98,23.62,17.93,0.39,21.22
10.77,7.02,40.14,24.37,17.7,0.39,21.22
10.12,6.64,40.52,24.83,17.89,0.39,21.22
10.5,6.77,41.56,23.59,17.59,0.39,21.22
12.15,6.26,40.31,23.78,17.51,0.39,21.22
10.9,7.49,40.08,23.64,17.89,0.39,21.22
10.21,6.47,41.8,23.9,17.62,0.39,21.22
11.69,6.41,40.91,22.62,18.36,0.39,21.22
12.19,6.26,40.35,22.86,18.33,0.39,21.22
10.12,6.28,41.48,24.0,18.12,0.39,21.22
10.8,6.9,40.68,23.27,18.36,0.39,21.22
10.39,6.69,41.71,23.2,18.01,0.39,21.22
11.86,6.33,41.74,22.55,17.53,0.39,21.22
10.48,6.96,40.16,24.85,17.54,0.39,21.22
11.18,6.73,40.9,22.94,18.24,0.39,21.22
10.57,7.21,41.39,22.89,17.94,0.39,21.22
10.07,7.45,40.04,24.3,18.15,0.39,21.22
11.08,7.17,41.04,22.64,18.07,0.39,21.22
10.38,6.29,41.51,24.32,17.51,0.39,21.22
11.42,6.32,40.25,23.49,18.52,0.39,21.22
10.44,7.41,40.13,24.2,17.82,0.39,21.22
11.37,7.3,40.48,22.7,18.16,0.39,21.22
11.95,6.26,41.56,22.64,17.6,0.39,21.22
12.46,6.48,40.26,23.23,17.58,0.39,21.22
10.45,6.74,40.53,24.0,18.27,0.39,21.22
10.41,6.65,40.33,24.74,17.86,0.39,21.22
10.11,6.8,40.55,23.85,18.69,0.39,21.22
10.84,7.43,41.12,23.01,17.6,0.39,21.22
10.73,7.19,40.04,23.78,18.26,0.39,21.22
12.12,7.12,40.04,22.85,17.87,0.39,21.22
10.84,6.26,41.42,23.33,18.16,0.39,21.22
11.14,6.6,39.27,24.47,18.52,0.39,21.18
11.63,6.37,39.73,23.59,18.68,0.39,21.18
11.48,7.48,38.37,24.74,17.93,0.39,21.18
11.16,7.49,38.62,24.96,17.76,0.39,21.18
11.92,6.58,38.56,24.96,17.97,0.39,21.18
11.58,7.43,38.2,24.98,17.81,0.39,21.18
11.51,7.14,37.94,24.99,18.41,0.39,21.18
10.71,6.92,39.91,24.48,17.97,0.39,21.18
12.15,7.4,38.85,23.94,17.65,0.39,21.18
12.42,6.34,38.9,24.15,18.19,0.39,21.18
11.99,6.42,39.8,24.02,17.77,0.39,21.18
12.49,7.0,37.54,24.35,18.63,0.39,21.18
12.11,7.27,38.65,23.96,18.01,0.39,21.18
11.35,6.57,38.72,24.9,18.45,0.39,21.18
11.68,6.7,39.49,23.52,18.6,0.39,21.18
11.49,7.41,38.49,24.8,17.81,0.39,21.18
11.89,6.27,39.95,24.07,17.82,0.39,21.18
11.92,6.63,39.27,24.21,17.97,0.39,21.18
12.03,6.95,38.34,24.9,17.78,0.39,21.18
11.56,6.84,38.49,24.67,18.45,0.39,21.18
11.39,7.32,38.4,24.67,18.23,0.39,21.18
11.88,6.69,39.88,23.7,17.85,0.39,21.18
12.46,7.5,38.27,23.35,18.42,0.39,21.18
11.06,7.43,39.12,24.48,17.91,0.39,21.18
10.97,7.45,39.74,23.38,18.45,0.39,21.18
11.35,6.41,39.67,24.61,17.97,0.39,21.18
11.91,6.48,39.05,24.76,17.8,0.39,21.18
11.33,7.22,39.49,24.26,17.71,0.39,21.18
12.03,7.3,38.12,24.94,17.61,0.39,21.18
11.94,7.27,38.09,24.69,18.0,0.39,21.18
12.16,7.11,38.46,23.57,18.69,0.39,21.18
12.36,6.47,39.98,23.67,17.52,0.39,21.18
11.06,7.35,39.58,23.71,18.3,0.39,21.18
11.15,7.37,38.93,24.39,18.17,0.39,21.18
10.75,7.3,39.14,24.82,17.99,0.39,21.18
12.47,7.24,39.81,22.65,17.83,0.39,21.18
11.89,6.8,38.44,24.32,18.55,0.39,21.18
12.5,6.33,39.79,22.71,18.66,0.39,21.18
11.76,6.77,38.84,24.58,18.06,0.39,21.18
10.83,7.04,39.53,24.38,18.22,0.39,21.18
11.82,6.68,38.72,24.57,18.21,0.39,21.18
11.16,6.57,39.76,24.12,18.39,0.39,21.18
11.34,6.28,39.46,24.63,18.28,0.39,21.18
6.2,7.64,41.45,24.31,20.0,0.4,22.32
7.03,8.49,41.89,22.93,19.66,0.4,22.32
7.49,7.91,40.92,24.67,19.01,0.4,22.32
6.27,8.03,42.17,23.98,19.55,0.4,22.32
6.7,8.01,41.98,24.16,19.15,0.4,22.32
6.37,8.5,40.91,24.91,19.31,0.4,22.32
6.2,8.35,41.78,24.83,18.85,0.4,22.32
5.66,8.69,41.72,24.63,19.31,0.4,22.32
7.35,8.75,41.83,22.7,19.38,0.4,22.32
7.11,7.7,42.14,24.09,18.96,0.4,22.32
7.45,7.77,41.74,24.01,19.02,0.4,22.32
6.87,7.72,40.84,23.01,20.0,0.4,22.32
6.96,8.38,42.04,23.52,19.1,0.4,22.32
6.2,8.58,40.92,24.8,19.5,0.4,22.32
6.48,8.2,41.31,22.83,20.0,0.4,22.32
6.76,8.08,41.53,23.76,19.88,0.4,22.32
6.95,8.49,41.64,23.61,19.31,0.4,22.32
5.69,8.72,41.63,22.89,20.0,0.4,22.32
5.7,8.18,41.79,24.9,19.43,0.4,22.32
6.59,8.59,41.55,22.98,20.0,0.4,22.32
6.87,7.86,41.65,23.97,19.64,0.4,22.32
7.5,7.59,40.69,23.15,20.0,0.4,22.32
6.85,8.39,40.61,24.22,19.93,0.4,22.32
6.52,8.49,42.21,23.88,18.91,0.4,22.32
6.08,8.34,40.31,24.85,20.0,0.4,22.32
6.86,7.85,41.02,22.94,20.0,0.4,22.32
5.85,8.69,41.16,24.8,19.5,0.4,22.32
5.82,7.91,41.95,23.53,20.0,0.4,22.32
7.34,8.36,40.03,23.79,20.0,0.4,22.32
7.12,7.85,40.38,22.89,20.0,0.4,22.32
7.34,7.79,40.33,24.57,19.97,0.4,22.32
6.85,8.54,41.96,22.99,19.67,0.4,22.32
7.19,7.58,41.72,24.38,19.12,0.4,22.32
7.08,7.61,41.57,24.83,18.92,0.4,22.32
5.48,7.54,42.35,24.84,19.79,0.4,22.32
5.5,8.43,40.89,24.84,20.0,0.4,22.32
6.62,8.42,41.51,24.02,19.43,0.4,22.32
5.75,8.0,42.5,24.68,19.06,0.4,22.32
7.29,7.99,40.96,24.84,18.93,0.4,22.32
6.11,8.32,41.43,24.47,19.67,0.4,22.32
7.34,8.52,40.14,22.69,20.0,0.4,22.32
6.39,8.27,40.26,24.38,20.0,0.4,22.32
5.79,7.53,41.57,26.16,18.95,0.4,22.28
5.79,8.12,41.77,25.04,19.28,0.4,22.28
5.54,8.72,40.18,25.48,20.0,0.4,22.28
5.4,8.31,41.03,26.15,19.1,0.4,22.28
5.9,7.94,40.04,25.62,20.0,0.4,22.28
6.18,8.5,40.39,25.85,19.08,0.4,22.28
6.07,8.59,40.44,25.58,19.31,0.4,22.28
5.0,8.65,41.74,25.79,19.03,0.4,22.28
6.23,7.86,40.73,26.34,18.84,0.4,22.28
7.06,8.46,40.36,25.36,18.76,0.4,22.28
5.47,7.7,41.18,26.13,19.52,0.4,22.28
5.91,8.18,41.6,25.24,19.07,0.4,22.28
6.25,8.09,41.38,25.08,19.21,0.4,22.28
5.56,7.51,41.71,26.1,19.12,0.4,22.28
6.36,8.02,41.04,25.69,18.89,0.4,22.28
5.66,8.05,40.38,25.7,20.0,0.4,22.28
6.24,7.57,40.32,26.46,19.41,0.4,22.28
6.32,7.63,41.04,25.05,19.96,0.4,22.28
5.69,8.3,40.65,25.84,19.52,0.4,22.28
6.61,7.53,41.08,25.52,19.26,0.4,22.28
5.97,7.88,40.42,26.58,19.15,0.4,22.28
5.66,8.57,41.51,25.08,19.19,0.4,22.28
6.94,7.61,40.22,25.99,19.25,0.4,22.28
5.9,8.66,40.36,25.32,19.75,0.4,22.28
6.22,7.87,41.22,25.91,18.78,0.4,22.28
5.6,7.61,41.49,25.95,19.34,0.4,22.28
5.02,8.27,41.03,26.86,18.82,0.4,22.28
6.39,8.66,39.92,24.85,20.0,0.4,22.26
6.62,8.04,39.62,23.98,20.0,0.4,22.26
7.36,7.75,39.86,24.37,20.0,0.4,22.26
7.21,7.65,38.6,24.9,20.0,0.4,22.26
7.41,7.98,39.97,24.92,19.71,0.4,22.26
5.9,7.87,38.82,26.46,20.0,0.4,22.22
7.04,8.33,39.43,25.15,20.0,0.4,22.22
6.37,8.26,37.67,27.26,20.0,0.4,22.22
7.09,8.5,39.05,26.1,19.25,0.4,22.22
6.92,7.69,38.09,26.13,20.0,0.4,22.22
7.06,7.57,39.37,26.83,19.17,0.4,22.22
7.13,7.54,39.03,27.06,19.24,0.4,22.22
7.09,7.57,39.18,27.08,19.08,0.4,22.22
6.72,8.53,37.81,25.7,20.0,0.4,22.22
5.47,8.25,39.59,26.96,19.73,0.4,22.22
6.71,7.61,39.72,26.34,19.62,0.4,22.22
7.01,7.99,37.65,26.69,20.0,0.4,22.22
6.45,8.27,39.19,26.73,19.36,0.4,22.22
6.32,7.64,38.75,25.75,20.0,0.4,22.22
7.13,8.46,38.2,25.05,20.0,0.4,22.22
6.76,7.65,37.99,27.12,20.0,0.4,22.22
7.06,8.58,38.26,27.23,18.87,0.4,22.22
6.83,7.93,39.79,25.27,20.0,0.4,22.22
7.37,8.47,39.5,25.87,18.79,0.4,22.22
6.24,7.77,39.27,26.86,19.86,0.4,22.22
6.26,7.55,39.54,25.57,20.0,0.4,22.22
7.07,8.01,39.73,25.24,19.95,0.4,22.22
6.88,7.61,37.93,27.46,20.0,0.4,22.22
7.31,7.77,37.51,26.91,20.0,0.4,22.22
5.99,8.19,39.24,25.14,20.0,0.4,22.22
6.18,7.71,39.26,25.72,20.0,0.4,22.22
7.25,8.41,39.74,25.31,19.3,0.4,22.22
7.48,7.67,39.44,25.68,19.74,0.4,22.22
6.92,8.61,38.97,26.05,19.45,0.4,22.22
6.0,8.57,38.2,26.08,20.0,0.4,22.22
10.59,5.27,45.0,22.33,15.81,0.4,21.3
12.29,5.58,45.0,21.66,15.41,0.4,21.3
10.51,5.96,45.0,21.49,16.15,0.4,21.3
12.08,5.61,44.22,22.33,15.77,0.4,21.3
10.35,5.79,45.0,21.99,16.16,0.4,21.3
12.28,5.3,44.16,22.1,16.17,0.4,21.3
10.76,6.09,44.83,22.4,15.92,0.4,21.3
5.0,5.93,43.23,29.09,16.8,0.4,20.0
5.64,6.13,43.34,28.5,16.4,0.4,20.0
5.31,5.47,42.79,29.09,17.34,0.4,20.0
5.41,6.04,43.24,28.78,16.53,0.4,20.0
5.45,6.1,43.42,28.76,16.28,0.4,20.0
6.11,5.19,43.51,28.05,17.14,0.4,20.0
6.24,5.31,44.08,28.08,16.3,0.4,20.0
7.03,5.46,42.7,27.52,17.28,0.4,20.0
5.64,6.25,42.91,28.36,16.84,0.4,20.0
6.92,6.16,42.79,27.54,16.59,0.4,20.0
6.47,6.13,43.43,27.63,16.35,0.4,20.0
6.79,5.34,42.99,27.99,16.89,0.4,20.0
5.93,6.09,42.78,27.81,17.39,0.4,20.0
5.92,5.67,42.88,28.26,17.28,0.4,20.0
6.05,5.49,43.82,27.93,16.72,0.4,20.0
5.4,5.75,43.46,28.96,16.43,0.4,20.0
5.72,5.91,42.98,28.17,17.22,0.4,20.0
5.79,5.73,43.46,28.26,16.76,0.4,20.0
5.32,5.42,43.15,28.77,17.34,0.4,20.0
5.0,5.87,43.31,27.8,18.15,0.4,19.98
5.35,5.46,42.66,28.48,18.05,0.4,19.98
6.14,5.42,42.56,27.97,17.91,0.4,19.98
6.61,5.02,42.52,28.0,17.85,0.4,19.98
6.31,5.41,42.59,27.56,18.13,0.4,19.98
5.46,7.86,45.0,21.86,17.9,0.41,23.55
6.61,8.59,45.0,21.92,17.78,0.41,23.55
7.27,8.67,44.77,20.64,18.65,0.41,23.55
6.55,8.16,45.0,22.43,17.72,0.41,23.55
7.16,8.68,45.0,20.88,17.68,0.41,23.55
6.55,8.71,45.0,20.72,18.18,0.41,23.55
6.12,7.82,45.0,21.91,18.36,0.41,23.55
5.46,8.1,45.0,21.5,18.68,0.41,23.55
7.97,9.18,43.61,21.31,17.92,0.41,23.25
8.89,8.79,43.92,20.55,17.85,0.41,23.25
8.81,9.1,42.79,21.15,18.15,0.41,23.25
8.47,8.87,43.52,20.65,18.49,0.41,23.25
7.9,9.16,43.46,21.02,18.46,0.41,23.25
8.17,9.38,42.62,21.9,17.92,0.41,23.25
9.52,9.02,43.64,20.29,17.52,0.41,23.25
8.52,9.49,42.63,21.32,18.05,0.41,23.25
9.97,9.47,42.69,20.01,17.85,0.41,23.25
8.01,9.54,44.1,20.66,17.68,0.41,23.25
7.81,8.81,43.75,21.7,17.92,0.41,23.25
9.04,8.77,42.67,21.17,18.34,0.41,23.25
8.47,9.41,43.36,20.25,18.51,0.41,23.25
7.66,9.31,43.39,21.95,17.69,0.41,23.25
9.46,8.76,43.94,20.16,17.68,0.41,23.25
7.81,8.86,42.61,22.24,18.48,0.41,23.25
9.92,9.16,43.37,20.0,17.56,0.41,23.25
8.01,9.57,42.9,20.99,18.53,0.41,23.25
8.03,8.36,42.73,22.49,18.4,0.41,23.23
8.94,7.8,42.86,21.89,18.51,0.41,23.23
7.52,7.97,44.2,21.62,18.68,0.41,23.23
8.22,7.79,45.0,20.4,18.18,0.41,23.23
8.49,7.75,44.88,21.37,17.51,0.41,23.23
8.68,7.64,43.54,21.5,18.65,0.41,23.23
9.54,8.47,43.53,20.1,18.36,0.41,23.23
9.07,8.5,42.86,21.85,17.71,0.41,23.23
9.99,8.67,42.87,20.4,18.08,0.41,23.23
7.77,7.77,45.0,21.45,17.52,0.41,23.23
7.94,8.29,43.59,21.59,18.6,0.41,23.23
9.09,8.22,43.94,20.79,17.96,0.41,23.23
8.53,8.46,43.08,21.72,18.21,0.41,23.23
9.98,7.65,43.08,21.39,17.9,0.41,23.23
9.03,8.26,43.15,21.39,18.17,0.41,23.23
9.39,8.2,42.67,21.69,18.05,0.41,23.23
9.19,8.38,43.14,21.66,17.63,0.41,23.23
7.67,8.41,44.81,21.53,17.57,0.41,23.23
7.58,8.72,43.94,21.62,18.14,0.41,23.23
9.07,7.91,42.73,22.02,18.27,0.41,23.23
8.64,8.52,43.2,21.13,18.51,0.41,23.23
9.04,7.54,43.27,21.74,18.41,0.41,23.23
9.18,8.75,43.2,20.42,18.46,0.41,23.23
8.65,8.27,44.65,20.6,17.83,0.41,23.23
9.54,7.83,43.02,21.32,18.3,0.41,23.23
10.91,8.02,43.15,20.0,18.29,0.41,23.22
10.48,8.69,42.59,20.28,17.96,0.41,23.22
10.2,8.16,43.93,20.06,17.65,0.41,23.22
10.67,7.81,42.85,20.4,18.26,0.41,23.22
10.34,7.69,43.08,21.12,17.77,0.41,23.22
10.65,8.03,42.75,21.0,17.57,0.41,23.22
6.01,9.65,40.89,24.27,19.16,0.41,22.32
5.58,9.07,42.02,23.78,19.55,0.41,22.32
5.55,8.97,40.51,24.84,20.0,0.41,22.32
5.81,9.24,41.57,24.54,18.83,0.41,22.32
5.99,8.94,40.63,23.79,20.0,0.41,22.32
6.03,9.36,40.57,23.77,20.0,0.41,22.32
5.87,9.0,41.68,24.22,19.23,0.41,22.32
5.89,9.35,41.86,23.14,19.76,0.41,22.32
6.84,10.0,40.03,23.39,19.15,0.41,22.32
5.79,9.24,41.72,23.52,19.74,0.41,22.32
7.18,9.03,40.81,23.74,19.25,0.41,22.32
6.25,8.97,41.43,24.01,19.34,0.41,22.32
6.49,9.01,40.72,23.0,20.0,0.41,22.32
6.91,9.55,40.03,23.84,19.67,0.41,22.32
5.33,9.5,41.92,24.37,18.88,0.41,22.32
6.01,9.8,41.95,22.92,19.32,0.41,22.32
5.8,9.53,41.69,23.52,19.45,0.41,22.32
6.11,9.92,42.44,22.7,18.83,0.41,22.32
6.62,9.13,40.14,23.83,20.0,0.41,22.32
7.5,8.79,41.27,23.53,18.91,0.41,22.32
5.7,10.0,40.18,23.71,20.0,0.41,22.32
6.03,9.56,42.5,22.78,19.13,0.41,22.32
6.47,9.3,41.09,23.42,19.72,0.41,22.32
5.9,9.84,41.9,23.22,19.14,0.41,22.32
7.38,9.54,40.53,23.23,19.32,0.41,22.32
6.7,8.78,41.38,23.0,20.0,0.41,22.32
5.73,9.62,40.86,23.25,20.0,0.41,22.32
5.6,9.58,41.08,24.85,18.89,0.41,22.32
5.84,10.0,41.0,23.18,19.18,0.41,22.32
6.19,10.0,40.3,22.6,20.0,0.41,22.32
7.24,9.9,40.12,23.47,19.28,0.41,22.32
5.98,9.47,41.76,23.3,19.48,0.41,22.32
5.82,9.83,40.76,22.85,20.0,0.41,22.32
5.86,9.66,40.79,24.37,19.33,0.41,22.32
5.71,9.51,41.94,23.82,19.02,0.41,22.32
6.47,8.79,41.08,24.15,19.5,0.41,22.32
5.99,9.05,41.16,23.8,20.0,0.41,22.32
7.04,9.45,40.79,23.76,18.96,0.41,22.32
7.12,9.21,40.11,23.13,20.0,0.41,22.32
6.51,9.96,40.37,24.34,18.82,0.41,22.32
6.01,9.23,40.85,24.85,19.05,0.41,22.32
5.59,9.08,41.58,24.59,19.16,0.41,22.32
6.26,8.81,40.81,24.99,19.13,0.41,22.32
6.65,9.22,41.76,22.66,19.72,0.41,22.32
7.45,9.78,41.14,22.56,19.07,0.41,22.32
6.9,9.64,40.07,23.53,19.88,0.41,22.32
7.4,8.76,41.78,22.66,19.41,0.41,22.32
5.34,10.0,41.66,22.84,20.0,0.41,22.32
5.86,10.0,40.19,23.95,19.85,0.41,22.32
6.04,9.13,42.09,22.63,20.0,0.41,22.32
5.88,10.0,41.21,23.59,19.26,0.41,22.32
5.32,10.0,40.58,24.41,19.64,0.41,22.32
6.83,9.9,41.18,23.19,18.89,0.41,22.32
5.91,9.55,42.32,22.76,19.46,0.41,22.32
6.58,10.0,40.02,23.27,19.29,0.41,22.32
6.83,10.0,40.55,23.01,19.18,0.41,22.32
6.93,8.8,41.3,22.84,20.0,0.41,22.32
6.33,8.97,42.09,23.77,18.83,0.41,22.32
5.56,10.0,39.58,24.6,19.98,0.41,22.27
6.41,9.22,39.82,23.77,20.0,0.41,22.27
6.71,9.64,39.83,24.08,19.75,0.41,22.27
6.49,9.62,38.98,23.2,20.0,0.41,22.27
7.49,9.38,39.4,24.25,19.49,0.41,22.27
6.68,10.0,38.41,24.16,20.0,0.41,22.27
6.36,9.83,38.88,24.48,20.0,0.41,22.27
7.48,8.97,39.65,24.44,19.46,0.41,22.27
7.49,9.83,39.34,24.34,19.01,0.41,22.27
5.98,9.73,39.59,23.44,20.0,0.41,22.27
5.9,10.0,38.83,23.74,20.0,0.41,22.27
6.68,9.3,39.68,24.72,19.63,0.41,22.27
7.26,9.21,39.27,23.61,20.0,0.41,22.27
5.86,8.82,39.94,24.56,20.0,0.41,22.27
7.14,9.05,39.14,22.84,20.0,0.41,22.27
7.23,9.06,38.19,24.67,20.0,0.41,22.27
7.41,9.27,39.41,23.51,20.0,0.41,22.27
6.46,9.01,39.6,24.68,20.0,0.41,22.27
6.25,9.36,39.7,25.0,19.69,0.41,22.27
6.44,10.0,39.08,24.21,19.94,0.41,22.27
6.4,10.0,39.24,23.89,20.0,0.41,22.27
6.52,9.11,39.14,23.82,20.0,0.41,22.27
5.74,10.0,39.59,22.8,20.0,0.41,22.27
6.48,10.0,38.53,24.18,20.0,0.41,22.27
7.5,8.82,39.77,23.99,19.93,0.41,22.27
6.68,9.0,38.07,24.62,20.0,0.41,22.27
5.87,5.78,44.09,28.71,15.55,0.41,20.0
7.1,6.03,43.15,27.79,15.92,0.41,20.0
5.79,5.65,42.71,30.0,15.85,0.41,20.0
6.22,5.87,42.77,29.14,16.01,0.41,20.0
5.28,5.04,44.32,29.58,15.78,0.41,20.0
6.67,5.08,43.75,28.44,16.06,0.41,20.0
5.61,5.85,43.24,29.34,15.96,0.41,20.0
5.73,5.33,45.0,28.05,15.55,0.41,20.0
6.15,5.88,44.2,28.21,15.55,0.41,20.0
7.47,5.06,42.87,28.44,16.16,0.41,20.0
6.18,5.76,43.27,29.1,15.68,0.41,20.0
5.12,5.59,43.25,30.0,15.6,0.41,20.0
5.8,5.57,44.37,28.06,16.2,0.41,20.0
6.77,6.01,42.68,29.19,15.36,0.41,20.0
5.4,5.47,42.89,30.0,16.11,0.41,20.0
7.04,9.72,43.83,20.87,18.53,0.42,23.57
6.39,10.0,43.21,22.16,17.96,0.42,23.57
6.47,9.49,44.63,21.54,17.88,0.42,23.57
7.23,9.35,43.26,21.78,18.38,0.42,23.57
6.86,9.63,43.19,21.61,18.71,0.42,23.57
6.07,9.89,44.37,21.28,18.39,0.42,23.57
6.62,9.51,43.64,21.76,18.48,0.42,23.57
6.59,9.13,44.33,21.39,18.56,0.42,23.57
7.34,9.6,44.73,20.79,17.54,0.42,23.57
6.96,9.42,43.26,21.62,18.75,0.42,23.57
6.58,9.72,43.45,22.0,18.25,0.42,23.57
5.35,10.0,44.29,21.99,18.08,0.42,23.57
6.1,10.0,42.7,22.21,18.46,0.42,23.57
6.88,9.48,44.07,21.75,17.81,0.42,23.57
6.88,9.14,44.08,21.34,18.56,0.42,23.57
5.88,9.1,44.65,22.03,18.34,0.42,23.57
6.37,9.92,43.89,21.16,18.66,0.42,23.57
10.4,9.07,42.77,20.0,18.14,0.42,23.25
6.43,9.12,40.12,25.41,18.92,0.42,22.28
5.0,8.78,40.55,26.75,18.97,0.42,22.28
6.25,9.08,40.26,25.3,19.11,0.42,22.28
5.0,9.1,41.42,25.66,18.98,0.42,22.28
5.0,9.81,40.06,26.29,18.85,0.42,22.28
6.07,9.54,38.41,26.78,19.19,0.42,22.23
5.29,9.59,38.78,26.22,20.0,0.42,22.23
5.76,9.33,39.14,26.15,19.62,0.42,22.23
7.24,10.0,37.91,25.68,19.17,0.42,22.23
5.68,9.76,38.27,26.15,20.0,0.42,22.23
6.71,9.09,38.69,26.33,19.19,0.42,22.23
6.0,10.0,37.94,25.83,20.0,0.42,22.23
6.24,10.0,38.49,26.3,18.97,0.42,22.23
5.38,9.67,37.75,26.96,20.0,0.42,22.23
5.55,10.0,38.4,26.91,18.81,0.42,22.23
7.24,9.45,39.18,25.17,18.97,0.42,22.23
6.8,10.0,38.45,25.07,19.45,0.42,22.23
7.38,9.45,38.98,25.22,18.96,0.42,22.23
7.28,9.46,37.62,26.45,19.2,0.42,22.23
6.4,9.33,38.15,26.37,19.74,0.42,22.23
6.82,9.0,38.34,26.41,19.43,0.42,22.23
5.52,10.0,38.24,25.66,20.0,0.42,22.23
6.99,9.79,37.98,25.88,19.35,0.42,22.23
5.54,9.18,38.67,26.3,20.0,0.42,22.23
5.46,9.43,39.16,26.63,19.32,0.42,22.23
5.96,9.35,38.49,27.38,18.82,0.42,22.23
7.29,9.9,37.79,25.16,19.86,0.42,22.23
6.59,8.82,38.25,26.98,19.36,0.42,22.23
5.87,9.18,38.75,26.78,19.42,0.42,22.23
5.51,9.06,38.42,27.35,19.66,0.42,22.23
5.11,9.82,39.97,26.22,18.87,0.42,22.23
6.29,10.0,39.14,25.53,18.86,0.42,22.23
7.12,9.04,37.76,26.87,19.21,0.42,22.23
7.16,8.96,38.01,26.62,19.25,0.42,22.23
5.82,10.0,38.6,25.25,20.0,0.42,22.23
5.86,9.46,38.26,27.33,19.09,0.42,22.23
6.17,9.67,39.21,26.15,18.79,0.42,22.23
6.26,8.9,38.48,27.19,19.17,0.42,22.23
7.34,6.92,40.92,25.39,19.43,0.42,21.68
6.72,6.78,41.09,26.48,18.93,0.42,21.68
6.16,6.84,42.0,26.03,18.97,0.42,21.68
5.14,6.85,41.67,27.44,18.89,0.42,21.68
5.62,7.34,41.45,26.23,19.36,0.42,21.68
5.56,7.26,42.49,25.31,19.37,0.42,21.68
5.93,6.68,40.94,25.99,20.0,0.42,21.68
7.1,6.41,40.84,26.46,19.19,0.42,21.68
7.44,6.86,40.33,26.26,19.1,0.42,21.68
5.95,6.94,41.39,26.27,19.45,0.42,21.68
6.47,6.43,40.85,25.49,20.0,0.42,21.68
5.33,7.13,40.17,27.3,20.0,0.42,21.68
6.31,7.36,40.26,25.68,20.0,0.42,21.68
5.0,6.9,42.45,26.37,19.3,0.42,21.68
5.66,6.46,41.29,27.18,19.41,0.42,21.68
7.23,6.56,41.37,26.06,18.76,0.42,21.68
6.54,6.35,40.71,25.78,20.0,0.42,21.68
6.49,6.94,40.3,27.27,19.0,0.42,21.68
7.38,7.08,41.22,25.24,19.08,0.42,21.68
6.8,7.42,40.44,25.3,20.0,0.42,21.68
6.85,6.68,40.05,27.4,19.01,0.42,21.68
5.82,6.97,40.2,27.01,20.0,0.42,21.68
7.38,6.45,41.06,25.69,19.42,0.42,21.68
6.65,6.43,42.42,25.56,18.94,0.42,21.68
5.48,7.12,42.25,25.15,20.0,0.42,21.68
6.65,6.6,40.1,25.6,20.0,0.42,21.68
5.67,7.18,40.1,25.18,20.0,0.42,21.68
6.29,6.93,41.27,26.26,19.24,0.42,21.68
5.88,6.28,41.19,27.16,19.49,0.42,21.68
6.81,7.41,41.31,25.14,19.33,0.42,21.68
7.23,7.03,41.03,25.34,19.37,0.42,21.68
5.95,6.38,41.14,27.35,19.17,0.42,21.68
5.64,6.36,41.57,26.93,19.5,0.42,21.68
